,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,300192.XSHE,2015/8/26,99.06,98.1867,5.92,7.47,-100.19,300192.XSHE,1.06,0.87,0.86,5.43,19.25,94.89,5.11,5.43,5.94,8.23,-0.45,81.66,0,82.02,100.05,18.17,355.42,-3.86,14.61,-3.86,14.61,-30.86,-11.16,-40.68,3.59,-40.68,3.59,1
0,300192.XSHE,2015/10/23,78.12,68.0557,4.1,5.23,-121.67,300192.XSHE,1.31,1.21,1.07,6.96,21.58,91.99,8.01,6.96,5.66,8.46,-1.04,92.47,0,92.04,106.38,1.25,15.6,-5.59,-2.55,-5.59,-2.55,12.95,52.62,2.11,24.96,2.11,24.96,1
0,300192.XSHE,2016/4/25,113.67,99.5368,5.9,7.76,-412.14,300192.XSHE,1.88,1.61,1.54,9.44,24.57,90.18,9.82,9.44,6.13,7.74,-0.58,89.33,0,85.62,73.65,10.49,106.82,-8.27,6.53,-8.27,6.53,5.62,30.68,0.9,44.39,0.9,44.39,-1
0,300192.XSHE,2016/4/25,106.66,106.3188,5.54,7.28,-386.73,300192.XSHE,1.31,1.13,1.12,8.25,24.1,90.55,9.45,8.25,6.42,9.33,-0.22,87.88,0,86.57,103.9,17.21,182.04,-2.57,-18.11,-2.57,-18.11,39.64,-21.19,33.81,-28.41,33.81,-28.41,-1
0,300192.XSHE,2016/8/27,83.5,88.925,4.49,6.27,154.89,300192.XSHE,1.3578,1.3156,1.187,7.8266,24.7746,91.1251,8.8749,7.8266,6.63,8.58,-0.6971,97.6653,,96.8962,88.1214,5.192,58.502,-6.4029,10.0913,-6.4029,10.0913,62.4825,3.3776,34.9297,4.4571,34.9297,4.4571,1
0,300192.XSHE,2016/10/29,79.3,89.9728,4.55,6.45,-352.21,300192.XSHE,1.5208,1.3582,1.3404,8.5236,22.9862,90.8079,9.1921,8.5236,6.119,7.2977,-0.318,89.8314,,89.3048,91.8202,24.9511,271.4395,-0.5457,3.552,-0.5457,3.552,14.1859,7.2534,21.7756,12.7749,21.7756,12.7749,-1
0,300192.XSHE,2017/4/26,88.73,105.4805,5.25,7.58,484.52,300192.XSHE,1.0268,0.9783,0.904,5.202,22.2528,94.6797,5.3203,5.202,8.0684,6.3791,-0.8099,84.7516,,95.272,79.4658,2.1857,41.0826,4.7999,12.2593,4.7999,12.2593,-43.2272,-35.0258,-42.2187,-31.4883,-42.2929,-31.5763,-1
0,300192.XSHE,2017/4/26,102.18,102.1827,5.31,7.59,490.3,300192.XSHE,1.2223,0.8787,1.0778,8.5989,22.5519,91.6087,8.3913,8.5989,6.5684,9.0263,-0.1905,77.4713,,71.8865,104.9736,13.0864,155.9525,-6.8806,-27.2377,-6.8806,-27.2377,-17.3244,14.7622,-2.9274,20.2767,-3.0442,20.2866,-1
0,300193.XSHE,2011/4/22,55.19,55.1872,3.01,10.39,788.95,300193.XSHE,2.08,2.08,1.76,17.06,31.21,82.6,17.4,17.06,4.81,8.26,-1.88,94.88,0,,71.83,-55.19,-317.26,41.42,-3.74,41.42,-3.74,5.14,-21.26,15.86,-19.35,15.86,-19.35,-1
0,300193.XSHE,2011/8/19,39.7,40.9497,2.2,7.17,2.91,300193.XSHE,3.01,3.01,2.54,20.17,29.91,78.15,21.85,20.17,4.83,6.73,-4.99,97.05,0,,87.79,11.74,53.72,10.1,24.16,10.1,24.16,20.88,55.93,25.92,46.86,25.92,46.86,-1
0,300193.XSHE,2011/10/22,35.88,39.5034,2.08,6.74,2.93,300193.XSHE,2.86,2.86,2.41,19.67,31.9,78.8,21.2,19.67,6.47,7.7,-5.39,96.92,0,,91.44,-12.58,-59.33,15.42,-1.13,15.42,-1.13,24.85,-4.07,31.67,-3.6,31.67,-3.6,-1
0,300193.XSHE,2012/3/29,25.77,30.3959,1.6,5,2.38,300193.XSHE,1.89,1.89,1.6,15.75,30.29,81.76,18.24,15.75,8.95,12.61,-8.01,99.3,0,,123.42,26.79,146.88,-1.56,-16.69,-1.56,-16.69,-15.57,-28.31,-23.84,-33.3,-23.84,-33.3,-1
0,300193.XSHE,2012/4/21,26.11,26.1082,1.51,4.79,2.4,300193.XSHE,1.05,1.05,0.96,15.18,28.69,82.65,17.35,15.18,5,10.72,-7.19,97.72,0,,82.75,-6.34,-36.56,-0.65,-2.86,-0.65,-2.86,-0.93,-7.6,-11.58,-6.36,-11.58,-6.36,-1
0,300193.XSHE,2012/8/25,24.75,24.1562,1.38,4.44,-16.77,300193.XSHE,1.85,1.85,1.66,21.18,35.44,77.05,22.95,21.18,6.65,10.45,-5.88,93.72,0,,91.43,10.66,46.45,-1.22,23.46,-1.22,23.46,3.75,63.29,3.7,72.23,3.7,72.23,-1
0,300193.XSHE,2012/10/20,19.87,19.6218,1.17,3.62,-7.38,300193.XSHE,1.06,1.06,0.95,11.38,30.52,85.64,14.36,11.38,9.29,9.91,-4.47,109.94,0,,86.97,3.2,22.28,7.18,7.27,7.18,7.27,-27.41,-32.88,-37.98,-42.34,-37.98,-42.34,-1
0,300193.XSHE,2013/3/16,22.19,19.4388,1.14,3.51,-7.87,300193.XSHE,0.41,0.41,0.36,5.76,31.23,89.02,10.98,5.76,10.44,15.99,-6.23,97.22,0,,137.33,39.27,357.81,-2.37,-24.11,-2.37,-24.11,-41.25,-41.99,-64.27,-61.58,-64.26,-61.56,-1
0,300193.XSHE,2013/4/17,25.26,25.2594,1.11,3.44,-10.25,300193.XSHE,0.96,0.92,0.86,13.38,32.72,84.52,15.48,13.38,6.54,12.88,-5.94,95.43,0,95.28,72.24,-5.07,-32.77,1.71,1.2,1.71,1.2,-9.24,42.75,-10.38,134.85,-10.09,135.55,1
0,300193.XSHE,2013/8/3,24.65,24.0398,1.05,3.26,-10.5,300193.XSHE,1.49,1.49,1.31,15.93,36.19,81.14,18.86,15.93,8.52,10.11,-3.9,99.78,0,99.78,83.49,5.25,27.82,6.28,29.01,6.28,29.01,-12.65,57.16,-20.05,53.65,-19.18,54.8,-1
0,300193.XSHE,2013/10/26,33.71,30.1649,1.3,4.03,-91.27,300193.XSHE,1.17,1.05,1.04,14.98,33.8,83.77,16.23,14.98,9.21,14.16,-4.73,90.08,0,89.44,116.66,34.73,213.96,-16.34,-15.57,-16.34,-15.57,-5.43,-27.34,10.11,-20.58,10.64,-21.06,1
0,300193.XSHE,2014/3/29,43.4,39.9488,1.72,5.59,61.82,300193.XSHE,0.1,0.06,0.03,0.54,27.87,100.5,-0.5,0.54,10.29,18.53,-5.41,-219.01,0,60.04,118.54,32.95,-6617.1499,0.76,-8.59,0.76,-8.59,-104.57,-102.8,-90.49,-96.68,-76.41,-91.8,-1
0,300193.XSHE,2014/4/19,41.23,41.2273,1.5,4.89,76.31,300193.XSHE,0.69,0.62,0.6,9.72,23.73,88.87,11.13,9.72,3.7,13.17,-6.2,90.47,0,90.04,103.05,17.84,160.32,-2,-1.58,-2,-1.58,-29.57,2299.1001,-28.78,1658.7,-26.24,636.46,1
0,300193.XSHE,2014/8/23,49.12,45.7904,1.68,5.46,35.47,300193.XSHE,1.48,1.45,1.28,14.17,31.87,83.03,16.94,14.17,5.49,11.06,-4.07,98.43,-0.19,97.93,91,16.74,98.67,12.68,48.34,12.68,48.34,1.19,125.81,0.25,116.26,1.05,112.08,-1
0,300193.XSHE,2014/10/28,60.38,56.544,2.05,6.5,55.31,300193.XSHE,0.96,0.96,0.83,12.3,31.27,86.04,15.27,12.3,9.13,14.66,-5.05,91.61,8.56,100.24,118.12,6.18,44.23,-0.36,-25.34,-0.36,-25.34,-6.27,-32.7,-18.19,-35.19,-16.89,-35.08,-1
0,300193.XSHE,2015/2/12,54.71,48.3113,1.76,5.56,-18.41,300193.XSHE,-0.37,-0.35,-0.42,-7.57,30.26,107.63,-9.15,-7.57,13.03,15.6,-10.65,79.65,15.89,,137.51,29.69,-389.22,-11.37,-18.69,-11.37,-18.69,-1528.76,-148.74,-1333.88,-150.06,-493.48,-138.81,-1
0,300193.XSHE,2015/4/25,79.84,79.8404,2.19,7.12,-21.21,300193.XSHE,0.65,0.6,0.54,10.17,32.36,87.07,12.53,10.17,8.78,18.07,-10.16,95.9,-2.97,92.61,102.24,-1.52,-11.77,-13.3,-3.73,-13.3,-3.73,-2.4,231.78,-9.28,229.3,-5.91,276.11,1
0,300193.XSHE,2015/8/26,145.85,143.6705,3.74,13.2,-9.26,300193.XSHE,1.75,1.67,1.56,18.4,33.04,78.45,21.17,18.4,5.1,10.87,-7.61,97.26,-1.73,95.54,89.62,17.21,79.87,-5.67,61.4,-5.67,61.4,17.89,172.74,22.5,192.03,22.32,175.73,1
0,300193.XSHE,2015/10/24,86.37,95.3959,2.48,8.94,-4.71,300193.XSHE,1.25,1.23,1.11,16.25,35.08,79.81,20.22,16.25,8.13,16.54,-11.25,98.33,0.12,98.23,111.7,36.34,179.98,3.03,-18.46,3.03,-18.46,36.42,-22.12,36.07,-28.01,35.37,-28.16,-1
0,300193.XSHE,2016/2/27,104.88,128.7273,3.3,11.96,-8.07,300193.XSHE,0.3,0.21,0.24,2.96,35.08,97.53,1.69,2.96,11.52,17.96,-7.95,68.35,-21.51,69.03,111.18,24.1,977.25,51.43,19.51,51.43,19.51,127.96,-90.01,159.2,-78.22,183,-76.21,-1
0,300193.XSHE,2016/4/23,64.82,64.8219,2.52,8.02,-6,300193.XSHE,0.67,0.62,0.59,10.47,35.62,87.13,12.74,10.47,7.96,20.21,-7.72,94.3,-0.93,92.5,109.58,9.99,77.65,14.03,-27.5,14.03,-27.5,15.98,446.59,17.38,156.37,8.08,129.32,1
0,300193.XSHE,2016/7/25,67.46,68.3363,2.63,8.24,-24.6,300193.XSHE,1.9104,1.8856,1.7015,20.6797,36.6737,79.1576,20.6217,20.6797,6.2875,14.4289,-7.8602,99.6656,-1.0551,98.7024,102.2009,40.0397,192.1074,5.861,49.8408,5.861,49.8408,3.1387,142.5526,18.9455,195.9199,13.6517,189.9291,-1
0,300193.XSHE,2016/10/22,62.68,67.2932,2.51,7.98,25.58,300193.XSHE,1.4135,1.3864,1.2639,17.1572,36.37,79.3095,20.6723,17.1572,6.6531,12.2416,-6.5803,98.1356,-0.0861,98.0857,112.4926,53.7402,259.7339,17.8756,-9.2019,17.8756,-9.2019,20.5347,-8.9791,24.473,-24.6679,19.6029,-24.3971,-1
0,300193.XSHE,2017/3/25,54.95,62.4302,2.3,7.11,20.53,300193.XSHE,0.9026,0.3864,0.79,9.3902,39.0759,90.4915,12.9457,9.3902,12.3947,17.2389,-10.2453,60.1383,21.7397,42.8135,111.0355,32.922,346.2396,15.2724,16.8699,15.2724,16.8699,783.1774,-26.8121,265.5539,-36.0365,224.8312,-35.3786,-1
0,300193.XSHE,2017/4/22,48.07,48.074,2.29,6.88,14.22,300193.XSHE,0.8796,0.7996,0.7832,11.0489,35.2804,87.7318,12.0292,11.0489,11.7217,14.8965,-5.6664,92.4916,-1.8021,90.9008,94.2553,6.4854,52.8632,36.4419,-14.1899,36.4419,-14.1899,28.8355,-20.2649,43.9689,0.9676,39.5309,-1.4938,-1
0,300193.XSHE,2017/8/5,39.6782,41.7674,1.9793,5.6049,16.4286,300193.XSHE,2.4254,2.1768,2.1414,24.0423,36.1136,75.3016,27.0358,24.0423,3.8449,7.6126,-2.8177,90.3703,8.5526,89.7507,97.874,34.3383,139.0307,15.6552,27.0127,15.6552,27.0127,51.6279,185.4627,34.4615,176.3778,35.2939,181.1251,-1
0,300194.XSHE,2011/4/21,41.49,41.4922,3.17,11.01,688.54,300194.XSHE,3.83,3.83,3.58,32.28,46.02,64.98,35.02,32.28,2.46,6.69,0.17,92.03,0,,91.9,26.74,76.36,-5.69,0.16,-5.69,0.16,3.1,12.36,11.78,20.36,13.13,19.88,-1
0,300194.XSHE,2011/8/23,30.9,31.9479,2.42,8.61,3.02,300194.XSHE,3.35,3.35,3.13,33.7,46.1,59.94,40.06,33.7,3.62,11.09,-8.66,99.62,0,,106.49,-9.46,-23.61,-22.47,-16.56,-22.47,-16.56,5.31,-4.55,2.74,-12.87,4.06,-11.94,-1
0,300194.XSHE,2011/10/26,29.84,31.1571,2.33,8.93,3.15,300194.XSHE,1.73,1.73,1.61,25.1,36.3,70.86,29.14,25.1,5.42,17.07,-14.08,100.22,0,,139.93,15.9,54.57,-39.11,-30.06,-39.11,-30.06,-45.94,-49.13,-45.66,-47.91,-45.46,-47.83,-1
0,300194.XSHE,2012/3/30,25.58,23.8336,1.79,7.58,2.48,300194.XSHE,1.1,1.1,0.96,12.31,27.84,82.91,17.09,12.31,5.47,17.58,-13.1,109,0,,16.92,39.03,228.31,-25.37,27.67,-25.37,27.67,-59.14,-25.1,-65.79,-37.38,-64.68,-35.87,-1
0,300194.XSHE,2012/4/23,28.16,28.1554,1.62,7.48,2.36,300194.XSHE,1.59,1.59,1.48,26.4,37.82,73.03,26.97,26.4,3.33,14.92,-8.84,87.96,0,,86.13,9.52,35.3,-10.74,19.79,-10.74,19.79,-31.26,89.01,-27.01,156.81,-26.53,149.34,1
0,300194.XSHE,2012/8/8,33.08,29.7523,1.69,8.18,-11.43,300194.XSHE,1.69,1.69,1.59,23.37,37.69,73.02,26.98,23.37,3.3,14.4,-7.71,96.78,0,,69.74,28.69,106.33,29.74,21.29,29.74,21.29,-12.63,21.31,-10.04,7.38,-11.5,6.08,-1
0,300194.XSHE,2012/10/26,32.38,27.8752,1.59,7.09,-13.49,300194.XSHE,1.33,1.33,1.23,20.3,35.86,75.84,24.16,20.3,4.2,14.35,-7.79,101.38,0,,60.18,5.82,24.1,66.4,-10.29,66.4,-10.29,37.97,-19.67,34.56,-22.08,34.4,-20.77,-1
0,300194.XSHE,2013/3/29,28.96,26.6706,1.49,6.07,-13.12,300194.XSHE,0.68,0.68,0.65,13.68,30.93,86.87,13.13,13.68,6,21.3,-9.94,82.17,0,,29.08,13.39,102.02,1.89,-21.83,1.89,-21.83,-21.76,-57.53,13.24,-47.3,7.61,-48.65,1
0,300194.XSHE,2013/4/25,34.94,34.9382,1.82,7.36,-19.6,300194.XSHE,0.92,0.89,0.85,16.15,34.05,81.83,18.17,16.15,4.56,18.13,-7.98,96.47,0,96.53,66.72,14.89,81.97,-4.96,11.75,-4.96,11.75,-35.97,54.69,-41.84,31.9,-40.88,36.99,1
0,300194.XSHE,2013/8/16,46.92,41.1677,2.12,8.78,-28.65,300194.XSHE,0.38,0.37,0.36,7.88,30.81,91.07,8.93,7.88,6.66,22.28,-6.82,96.15,0,97.99,127.02,56.36,631.31,-31.58,-12.69,-31.58,-12.69,-77.36,-57.1,-76.93,-57.4,-77.33,-59.32,-1
0,300194.XSHE,2013/10/26,69.04,43.5778,2.28,10.25,-32,300194.XSHE,0.36,0.33,0.33,7.82,30.71,91.63,8.46,7.82,7.11,20.91,-6.68,89.6,1.02,90.77,132.9,5.99,71.55,-28.31,-6.01,-28.31,-6.01,-74.89,-10.9,-72.37,-6.69,-72.77,-4.84,1
0,300194.XSHE,2014/3/28,89.89,40.2468,2.09,10.32,-27.28,300194.XSHE,0.6,0.63,0.56,10.4,34.03,89.45,11.78,10.4,6.35,21.59,-6.71,95.24,11.07,104.33,32.11,23.53,223.06,14.75,25.14,14.75,25.14,2.96,74.12,-12.75,66.42,-10.98,67.85,1
0,300194.XSHE,2014/4/25,110.92,110.9189,2.48,11.89,-19.93,300194.XSHE,0.96,0.93,0.88,14.76,33.88,83.12,16.88,14.76,5.11,15.15,-5.55,97.2,0,97.21,48.25,-36.06,-213.6,14.92,11.91,14.92,11.91,6.77,60.42,5.04,58.79,4.59,60.96,1
0,300194.XSHE,2014/8/19,134.69,137.2249,3.1,14.15,-19.64,300194.XSHE,0.98,0.97,0.9,13.97,34.24,83.45,16.55,13.97,5.15,15.48,-4.7,98.39,0,98.4,48.19,-20.91,-126.36,43.62,9.12,43.62,9.12,166.16,6.94,154.64,3.27,161.65,1.77,-1
0,300194.XSHE,2014/10/24,113.61,146.3099,3.3,13.73,-19.98,300194.XSHE,0.37,0.27,0.35,6.47,28.42,94.45,8.14,6.47,7.03,19.51,-3.36,71.94,33.44,71.35,84.51,20.58,370.48,26.56,-17.18,26.56,-17.18,21.66,-59.27,4.63,-61.66,4.89,-61.85,-1
0,300194.XSHE,2015/3/28,106.33,137.7672,3.1,12.3,-36.2,300194.XSHE,0.36,0.42,0.34,5.31,30.32,93.99,6.01,5.31,6.55,20.93,-4.41,103.79,0,115.29,69.06,11.26,187.31,19.09,17.75,19.09,17.75,-39.2,-12.99,-39.2,-3.29,-39.24,-2.78,-1
0,300194.XSHE,2015/4/25,134.94,134.9387,3.59,13.75,-143.9,300194.XSHE,0.53,0.5,0.51,7.73,28.21,91.4,8.88,7.73,5.34,16.21,-3.28,93.56,3.07,93.35,72.56,9.65,112.26,9.13,2.55,9.13,2.55,-42.6,51.47,-42.83,49.31,-44.31,47.53,-1
0,300194.XSHE,2015/8/26,194.09,163.1882,3.55,16.26,-29.02,300194.XSHE,0.96,0.79,0.85,10.48,44.82,89.38,12.8,10.48,17.12,16.08,0.25,83,17,82.13,97.1,20.18,190.01,45.48,45.47,45.48,45.47,12.54,109.66,9.15,97.14,8.97,99.15,1
0,300194.XSHE,2015/10/24,133.83,116.9155,2.54,10.41,-13.12,300194.XSHE,1.2,1.22,1.08,10.63,48.02,87.34,13.95,10.63,18.29,14.63,0.77,103.06,10.48,101.28,84.89,18.3,144.53,118.1,24.16,118.1,24.16,273.93,35.33,258.34,25.88,261.01,26.39,-1
0,300194.XSHE,2016/4/26,94.46,116.9155,2.52,8.46,-9.79,300194.XSHE,0.76,0.55,0.68,7.56,49.28,94.21,7.42,7.56,21.64,20.17,0.59,70.02,19.63,72.79,104.32,38.15,658.49,65.17,-10.82,65.17,-10.82,103.83,-52.57,135.21,-36.52,134.37,-36.88,1
0,300194.XSHE,2016/4/26,93.07,81.1245,2.48,8.34,-9.65,300194.XSHE,1.42,1.28,1.23,14.5,45.64,84.32,16.7,14.5,15.16,12.63,0.34,90.61,5.93,90.47,95.26,23.54,150.13,75.55,8.99,75.55,8.99,230.21,145.38,229.13,108.93,234,110.24,1
0,300194.XSHE,2016/8/27,87.3,116.0895,3.48,9.43,20213.1094,300194.XSHE,2.0096,1.9683,1.6658,18.6675,49.2339,78.4576,22.217,18.6675,11.4534,14.4167,0.7621,97.9466,3.0671,97.9425,95.8583,31.422,145.861,62.8381,34.9414,62.8381,34.9414,182.6737,79.4792,190.0178,73.7113,192.476,74.3878,-1
0,300194.XSHE,2016/10/29,76.37,142.8036,2.96,10.19,6867.0801,300194.XSHE,2.0566,2.0014,1.7139,19.1577,46.5859,77.8294,22.4772,19.1577,9.0102,12.7937,1.7476,97.6367,1.3506,97.3153,99.0313,27.2068,122.7158,73.3588,32.1828,73.3588,32.1828,179.3331,33.7311,212.5317,35.6538,214.3088,35.82,-1
0,300194.XSHE,2017/3/31,61.11,160.7075,2.67,9.75,31.19,300194.XSHE,1.6737,1.6549,1.472,15.5812,46.3004,83.2615,17.0729,15.5812,9.7947,17.3599,0.188,97.9455,1.9571,98.8739,73.8844,31.238,186.624,117.2673,11.7621,117.2673,11.7621,399.9748,-15.1094,347.5142,-9.1025,353.004,-9.028,-1
0,300194.XSHE,2017/4/26,51.1,51.0994,2.86,8.74,374.67,300194.XSHE,2.2465,2.211,2.0267,20.0146,46.6406,77.5176,23.2058,20.0146,9.8631,13.5147,0.0308,96.3426,3.1002,98.4189,93.8847,27.2566,121.2355,112.5448,6.6193,112.5448,6.6193,195.2779,44.9187,193.3562,36.9567,194.8594,36.8446,-1
0,300195.XSHE,2011/4/25,45.57,45.5712,3.03,11.33,158.59,300195.XSHE,5.53,5.53,4.02,32.37,49.89,64.43,35.57,32.37,6.83,7.51,0.11,94.7,0,,81.63,-5.07,-14.26,70.14,47.59,70.14,47.59,102.51,126.77,114.7,115.98,117.34,118.11,1
0,300195.XSHE,2011/8/15,40.05,50.6652,3.28,10.9,4.14,300195.XSHE,4.87,4.87,3.93,28.74,46.92,66.61,33.39,28.74,4.56,9.91,-4.02,96.85,0,,90.96,0.91,2.73,59.43,4.36,59.43,4.36,109.75,-2.05,120.23,-7.32,123.74,-9.61,-1
0,300195.XSHE,2011/10/21,29.97,45.2716,3.05,8.64,4.43,300195.XSHE,7.11,7.11,5.47,27.98,46.76,67.11,32.89,27.98,5.96,9.51,-2.69,97.32,0,,81.75,4.51,13.71,107.01,43.3,107.01,43.3,107.87,41.16,79.11,39.51,78.54,40.92,-1
0,300195.XSHE,2012/3/12,24.98,44.6074,3,6.95,4.6,300195.XSHE,4.58,4.58,3.52,28.42,46.44,68.09,30.46,28.42,6.85,3.58,-3.59,98.89,-4.48,,94.68,41.64,130.51,45.28,-34.18,45.28,-34.18,91.14,-39.04,86.66,-33.15,82.98,-34.14,-1
0,300195.XSHE,2012/4/21,20.33,20.3346,2.63,5.83,5.3,300195.XSHE,3.65,3.65,3.13,31.41,54.85,62.48,37.41,31.41,6.37,12.39,-3.06,99.81,-0.3,,69.6,-24.37,-64.94,21.11,23.04,21.11,23.04,27.36,51.1,17.54,36,15.3,37.44,-1
0,300195.XSHE,2012/7/28,21.02,21.8231,2.72,5.98,-7.61,300195.XSHE,4.18,4.18,3.48,30.29,47.92,63.71,36.12,30.29,4.56,9.1,-1.76,98.11,-0.47,,121.14,17.37,47.85,28.66,10.87,28.66,10.87,39.18,7.04,35.57,6.89,43.41,12.42,-1
0,300195.XSHE,2012/10/23,19.35,21.9826,2.85,5.66,-10.02,300195.XSHE,2.41,2.41,2.14,23.82,47.74,72.13,27.8,23.82,11.09,11.54,-3.89,100.43,-0.25,,111.54,26.13,93.78,-29.09,-21.03,-29.09,-21.03,-40.07,-39.22,-39.63,-37.88,-40.51,-41.54,-1
0,300195.XSHE,2013/3/19,20.46,20.6092,2.56,5.81,-11.76,300195.XSHE,1.73,1.73,1.61,17.23,33.68,82.99,16.82,17.23,6.81,7.6,-3.18,80.46,-0.91,,45.97,33.46,196.68,12.03,3.98,12.03,3.98,-38.14,-37.08,-32.08,-24.79,-34.74,-27.75,1
0,300195.XSHE,2013/4/25,22.33,22.3321,2.6,5.74,-30.32,300195.XSHE,3.57,3.44,3.21,31.76,52.83,64.28,35.67,31.76,5.56,11.98,-1.95,96.07,-0.14,96.16,88.46,21.04,58.89,-0.04,9.79,-0.04,9.79,-4.69,132.8,1.06,102.37,1.93,114.67,1
0,300195.XSHE,2013/8/19,21.36,21.4832,2.41,5.52,-195.68,300195.XSHE,4,4.01,3.56,31.2,53.53,61.63,38.26,31.2,9.32,10.87,-1.94,100.69,-0.29,100.36,111.52,14.62,38.11,1.61,12.7,1.61,12.7,7.64,20.89,4.68,10.72,0.54,10.89,-1
0,300195.XSHE,2013/10/23,25.85,26.0475,2.95,6.66,50.58,300195.XSHE,0.81,0.77,0.75,8.17,30.99,90.96,8.91,8.17,10.88,13.68,-2.92,97.01,-1.32,95.39,67.66,-33.79,-373.84,4.18,-19.03,4.18,-19.03,-66.59,-81.13,-64.25,-78.79,-65.05,-79.68,1
0,300195.XSHE,2014/4/15,37.26,32.6629,3.59,8.28,308.72,300195.XSHE,2.69,1.18,2.36,20.95,36.46,87.15,12.68,20.95,9.18,10.85,-1.67,48.45,-0.63,44.01,152.13,19.74,153.68,24.38,24.15,24.38,24.15,-6.23,76.59,51.26,218.26,62.9,236.77,-1
0,300195.XSHE,2014/4/26,37.29,33.7555,3.55,8.28,308.92,300195.XSHE,0.73,0.69,0.61,9.98,43.38,88.1,11.71,9.98,11.47,21.23,-1.89,95.98,-1.57,94.4,85.58,-50.62,-425.36,-35.87,-43.4,-35.87,-43.4,-78.96,-47.75,-79.85,-73.04,-78.68,-71.9,-1
0,300195.XSHE,2014/8/5,46.19,34.439,2.25,8.75,-31.47,300195.XSHE,3.19,3.17,2.89,21.69,43.64,75.59,25.56,21.69,6.08,13.2,-1.57,95.08,4.47,99.42,112.01,36.33,148.82,68.77,196.62,68.77,196.62,12.76,547.72,17.32,544.64,9.69,470.54,-1
0,300195.XSHE,2014/10/25,50.52,39.4225,2.57,8.33,-39.72,300195.XSHE,2.91,2.64,2.65,22.5,45.34,75.94,24.06,22.5,7.31,13.71,0.15,90.51,0,90.57,124.85,15.86,65.94,85,-11.25,85,-11.25,399.25,-16.46,409.31,-7.91,394.11,-8.47,-1
0,300195.XSHE,2015/3/18,34.61,36.9437,2.36,6.67,-66.75,300195.XSHE,3.23,2.62,2.77,18.31,42.97,80.4,19.6,18.31,5.9,11.96,0.34,84.11,0,81.21,58.23,-59.08,-301.38,98.83,33.44,98.83,33.44,207.38,8.72,73.77,8.58,64.77,12.22,1
